ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	Book
51-swap-2	Allen caught it, too, and guessed correctly that it took this kind of insanity to keep a group like this from fraying at the ends. Even Rachel had recovered enough of her sea legs to realize that the game was afoot and friends were there to back her up.  Melissa escorted Rachel and Gustav to her office. She pulled up a chair next to her desk with a butler's flourish, a comfortable chair, befitting an honored guest. Rachel was directed to Melissa's own chair and, as she leaned over to pick up a few pens, slickly pushed a button next to a polarized glass inset on her desktop.	she	470	Rachel	419	TRUE	Melissa	442	FALSE	vanessa.epub
58	Marianne was bringing Ralph up to speed, nutshell version, about Vanessa, the problem at the Edwards Homestead and what had happened to Allen. She had the additional difficulty of trying to explain the multiple 'grands' in Allen's family tree.	She	143	Marianne	0	TRUE	Vanessa	65	FALSE	vanessa.epub
58-control	Vanessa was bringing Allen up to speed, nutshell version, about Marianne, the problem at the Edwards Homestead and what had happened to Ralph. She had the additional difficulty of trying to explain the multiple 'grands' in Ralph's family tree.	She	143	Vanessa	0	TRUE	Marianne	64	FALSE	vanessa.epub
58-swap-1	Allen was bringing Vanessa up to speed, nutshell version, about Ralph, the problem at the Edwards Homestead and what had happened to Marianne. He had the additional difficulty of trying to explain the multiple 'grands' in Marianne's family tree.	He	143	Allen	0	TRUE	Ralph	64	FALSE	vanessa.epub
58-swap-2	Ralph was bringing Marianne up to speed, nutshell version, about Allen, the problem at the Edwards Homestead and what had happened to Vanessa. He had the additional difficulty of trying to explain the multiple 'grands' in Vanessa's family tree.	He	143	Ralph	0	TRUE	Allen	65	FALSE	vanessa.epub
62	"Ralph saw Ryan maneuver Maribelle like he was a veteran cowboy. ""Where did he learn to ride like that?""  Ryan reined in at the porch. Ralph was torn between aiming towards Marianne or Ryan. He chose the latter, though damned if he knew what good he could do."	he	246	Ralph	134	FALSE	Ryan	184	TRUE	vanessa.epub
62-control	"Ryan saw Ralph maneuver Marianne like he was a veteran cowboy. ""Where did he learn to ride like that?""  Ralph reined in at the porch. Ryan was torn between aiming towards Maribelle or Ralph. He chose the latter, though damned if he knew what good he could do."	he	247	Ryan	134	FALSE	Ralph	184	TRUE	vanessa.epub
62-swap-1	"Marianne saw Maribelle maneuver Ryan like she was a veteran cowgirl. ""Where did she learn to ride like that?""  Maribelle reined in at the porch. Marianne was torn between aiming towards Ralph or Maribelle. She chose the latter, though damned if she knew what good she could do."	she	264	Marianne	145	FALSE	Maribelle	195	TRUE	vanessa.epub
62-swap-2	"Maribelle saw Marianne maneuver Ralph like she was a veteran cowgirl. ""Where did she learn to ride like that?""  Marianne reined in at the porch. Maribelle was torn between aiming towards Ryan or Marianne. She chose the latter, though damned if she knew what good she could do."	she	263	Maribelle	145	FALSE	Marianne	195	TRUE	vanessa.epub
64	"The appeal of Henry to the servants to know if they could tell him what had occurred was answered in the negative. All they knew was, that they had heard two shots fired, and that, since then, they had remained where they were, in a great fright, until the bell was rung violently. This was no news at all, and, therefore, the only chance was, to wait patiently for the recovery of the mother, or of Flora, from one or the other of whom surely some information could be at once then procured. Mrs Bannerworth was removed to her own room, and so would Flora have been; but Mr Holland, who was supporting her in his arms, said, ""I think the air from the open window is recovering her, and it is likely to do so."	her	603	Mrs Bannerworth	493	FALSE	Flora	551	TRUE	varney-the-vampire-a-literary-remix.epub
64-control	"The appeal of Mr Holland to the servants to know if they could tell him what had occurred was answered in the negative. All they knew was, that they had heard two shots fired, and that, since then, they had remained where they were, in a great fright, until the bell was rung violently. This was no news at all, and, therefore, the only chance was, to wait patiently for the recovery of the mother, or of Mrs Bannerworth, from one or the other of whom surely some information could be at once then procured. Flora was removed to her own room, and so would Mrs Bannerworth have been; but Henry, who was supporting her in his arms, said, ""I think the air from the open window is recovering her, and it is likely to do so."	her	613	Flora	508	FALSE	Mrs Bannerworth	556	TRUE	varney-the-vampire-a-literary-remix.epub
64-swap-1	"The appeal of Flora to the servants to know if they could tell her what had occurred was answered in the negative. All they knew was, that they had heard two shots fired, and that, since then, they had remained where they were, in a great fright, until the bell was rung violently. This was no news at all, and, therefore, the only chance was, to wait patiently for the recovery of the father, or of Henry, from one or the other of whom surely some information could be at once then procured. Mr Holland was removed to his own room, and so would Henry have been; but Mrs Bannerworth, who was supporting him in her arms, said, ""I think the air from the open window is recovering him, and it is likely to do so."	him	603	Mr Holland	493	FALSE	Henry	546	TRUE	varney-the-vampire-a-literary-remix.epub
64-swap-2	"The appeal of Mrs Bannerworth to the servants to know if they could tell her what had occurred was answered in the negative. All they knew was, that they had heard two shots fired, and that, since then, they had remained where they were, in a great fright, until the bell was rung violently. This was no news at all, and, therefore, the only chance was, to wait patiently for the recovery of the father, or of Mr Holland, from one or the other of whom surely some information could be at once then procured. Henry was removed to his own room, and so would Mr Holland have been; but Flora, who was supporting him in her arms, said, ""I think the air from the open window is recovering him, and it is likely to do so."	him	608	Henry	508	FALSE	Mr Holland	556	TRUE	varney-the-vampire-a-literary-remix.epub
65	"The appeal of Henry to the servants to know if they could tell him what had occurred was answered in the negative. All they knew was, that they had heard two shots fired, and that, since then, they had remained where they were, in a great fright, until the bell was rung violently. This was no news at all, and, therefore, the only chance was, to wait patiently for the recovery of the mother, or of Flora, from one or the other of whom surely some information could be at once then procured. Mrs Bannerworth was removed to her own room, and so would Flora have been; but Mr Holland, who was supporting her in his arms, said, ""I think the air from the open window is recovering her, and it is likely to do so."	her	678	Mrs Bannerworth	493	FALSE	Flora	551	TRUE	varney-the-vampire-a-literary-remix.epub
65-control	"The appeal of Mr Holland to the servants to know if they could tell him what had occurred was answered in the negative. All they knew was, that they had heard two shots fired, and that, since then, they had remained where they were, in a great fright, until the bell was rung violently. This was no news at all, and, therefore, the only chance was, to wait patiently for the recovery of the mother, or of Mrs Bannerworth, from one or the other of whom surely some information could be at once then procured. Flora was removed to her own room, and so would Mrs Bannerworth have been; but Henry, who was supporting her in his arms, said, ""I think the air from the open window is recovering her, and it is likely to do so."	her	688	Flora	508	FALSE	Mrs Bannerworth	556	TRUE	varney-the-vampire-a-literary-remix.epub
65-swap-1	"The appeal of Flora to the servants to know if they could tell her what had occurred was answered in the negative. All they knew was, that they had heard two shots fired, and that, since then, they had remained where they were, in a great fright, until the bell was rung violently. This was no news at all, and, therefore, the only chance was, to wait patiently for the recovery of the father, or of Henry, from one or the other of whom surely some information could be at once then procured. Mr Holland was removed to his own room, and so would Henry have been; but Mrs Bannerworth, who was supporting him in her arms, said, ""I think the air from the open window is recovering him, and it is likely to do so."	him	678	Mr Holland	493	FALSE	Henry	546	TRUE	varney-the-vampire-a-literary-remix.epub
65-swap-2	"The appeal of Mrs Bannerworth to the servants to know if they could tell her what had occurred was answered in the negative. All they knew was, that they had heard two shots fired, and that, since then, they had remained where they were, in a great fright, until the bell was rung violently. This was no news at all, and, therefore, the only chance was, to wait patiently for the recovery of the father, or of Mr Holland, from one or the other of whom surely some information could be at once then procured. Henry was removed to his own room, and so would Mr Holland have been; but Flora, who was supporting him in her arms, said, ""I think the air from the open window is recovering him, and it is likely to do so."	him	683	Henry	508	FALSE	Mr Holland	556	TRUE	varney-the-vampire-a-literary-remix.epub
68	He was looking at a series of Louie Prima and Keely Smith pictures from the mid-fifties. Louie and Keely were standing over a kneeling Sam Butera, pretending to whip him as he played his sax, when he heard Bernie calling his name.	him	166	Louie	89	FALSE	Sam Butera	135	TRUE	vegas-wash.epub
68-control	He was looking at a series of Sam Butera and Bernie pictures from the mid-fifties. Sam Butera and Bernie were standing over a kneeling Louie, pretending to whip him as he played his sax, when he heard Keely calling his name.	him	161	Sam Butera	83	FALSE	Louie	135	TRUE	vegas-wash.epub
68-swap-1	She was looking at a series of Keely and Louie pictures from the mid-fifties. Keely and Louie were standing over a kneeling Bernie, pretending to whip her as she played her sax, when she heard Sam Butera calling her name.	her	151	Keely	78	FALSE	Bernie	124	TRUE	vegas-wash.epub
68-swap-2	She was looking at a series of Bernie and Sam Butera pictures from the mid-fifties. Bernie and Sam Butera were standing over a kneeling Keely, pretending to whip her as she played her sax, when she heard Louie calling her name.	her	162	Bernie	84	FALSE	Keely	136	TRUE	vegas-wash.epub
83	Kathrine and Peter Lester separated a few years ago but divorce proceedings are long winded – it's probably a financial mess. Neither seems in a hurry. Now - are you still there? – good. We'd not seen any mention of Maria Benelli being involved with Lester until Jeffrey's recordings last night and there's nothing on Lester's PC to suggest it, which makes me think Lester has been covering his tracks and Kathrine isn't aware.	his	391	Jeffrey	263	FALSE	Lester	366	TRUE	vendetta.epub
